Source,Target,Type,Weight,EdgeType,routes,dist_m
204492,204222,Directed,400.0,BUS,12D,0.0
204492,204491,Directed,426.68,WALK,,37.4
703032,703042,Directed,218.92,BUS,14,0.0
703032,703031,Directed,288.74,WALK,,97.7
815022,815032,Directed,900.0,BUS,15,0.0
815022,815021,Directed,955.28,WALK,,77.4
804104,804132,Directed,900.0,BUS,15,0.0
804104,804101,Directed,238.39,WALK,,55.5
804104,804102,Directed,287.59,WALK,,45.5
204382,204392,Directed,790.24,BUS,21D,0.0
204382,204381,Directed,809.24,WALK,,26.6
204502,204472,Directed,400.0,BUS,12D,0.0
204502,204501,Directed,456.39,WALK,,78.9
204442,204452,Directed,790.24,BUS,21D,0.0
204442,204441,Directed,815.23,WALK,,35.0
